CONTRACT,TENURE,TECHSUPPORT,INTERNETSERVICE,ONLINESECURITY,DEVICEPROTECTION,MONTHLYCHARGES,PAYMENTMETHOD,STREAMINGMOVIES,ONLINEBACKUP,CHURN
Month-to-month,1,No internet service,No,No internet service,No internet service,20.0,Mailed check,No internet service,No internet service,1
One year,71,Yes,DSL,Yes,Yes,66.8,Bank transfer (automatic),Yes,Yes,0
One year,68,Yes,Fiber optic,No,No,100.3,Electronic check,Yes,Yes,0
Month-to-month,34,Yes,Fiber optic,No,No,105.35,Electronic check,Yes,Yes,0
One year,26,Yes,Fiber optic,No,Yes,85.2,Electronic check,No,Yes,0
Month-to-month,22,No,DSL,Yes,No,48.8,Credit card (automatic),No,No,1
Month-to-month,7,No internet service,No,No internet service,No internet service,18.95,Mailed check,No internet service,No internet service,0
Month-to-month,20,No,Fiber optic,No,No,69.8,Bank transfer (automatic),No,No,0
Month-to-month,60,No,Fiber optic,No,Yes,106.15,Electronic check,Yes,Yes,0
Two year,72,No internet service,No,No internet service,No internet service,20.55,Electronic check,No internet service,No internet service,0
One year,72,No,Fiber optic,No,Yes,105.75,Credit card (automatic),Yes,Yes,0
Month-to-month,4,No internet service,No,No internet service,No internet service,25.25,Mailed check,No internet service,No internet service,0
Month-to-month,16,No internet service,No,No internet service,No internet service,19.75,Electronic check,No internet service,No internet service,0
One year,62,No,Fiber optic,Yes,Yes,104.85,Electronic check,Yes,No,0
Month-to-month,10,Yes,DSL,No,No,60.95,Mailed check,Yes,No,0
Month-to-month,31,No,Fiber optic,No,No,81.15,Electronic check,No,Yes,0
Two year,71,No internet service,No,No internet service,No internet service,19.1,Credit card (automatic),No internet service,No internet service,0
Two year,58,No internet service,No,No internet service,No internet service,20.8,Mailed check,No internet service,No internet service,0
Two year,70,Yes,DSL,Yes,Yes,90.15,Credit card (automatic),Yes,Yes,0
Two year,71,Yes,DSL,Yes,Yes,90.1,Electronic check,Yes,Yes,0
Two year,69,Yes,DSL,Yes,Yes,74.1,Credit card (automatic),Yes,No,0
Month-to-month,1,No,Fiber optic,No,No,85.05,Electronic check,Yes,No,1
Two year,72,Yes,Fiber optic,Yes,Yes,118.75,Bank transfer (automatic),Yes,Yes,0
Month-to-month,26,Yes,Fiber optic,No,No,85.9,Credit card (automatic),Yes,No,0
Month-to-month,33,Yes,Fiber optic,No,Yes,95.0,Credit card (automatic),Yes,No,0
Two year,10,No internet service,No,No internet service,No internet service,20.15,Mailed check,No internet service,No internet service,0
Two year,57,Yes,Fiber optic,Yes,Yes,101.3,Credit card (automatic),Yes,No,0
Month-to-month,10,No internet service,No,No internet service,No internet service,21.2,Electronic check,No internet service,No internet service,0
One year,39,No internet service,No,No internet service,No internet service,24.2,Mailed check,No internet service,No internet service,0
Month-to-month,11,No internet service,No,No internet service,No internet service,20.3,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,21,Yes,Fiber optic,No,Yes,102.8,Electronic check,Yes,Yes,1
Two year,68,Yes,DSL,No,Yes,85.3,Bank transfer (automatic),Yes,Yes,0
One year,18,No,Fiber optic,No,Yes,89.6,Credit card (automatic),No,No,0
Month-to-month,6,Yes,Fiber optic,No,Yes,99.95,Mailed check,Yes,No,1
Month-to-month,18,No,DSL,Yes,No,56.25,Mailed check,No,No,0
One year,52,No,DSL,No,Yes,50.95,Bank transfer (automatic),No,No,0
Two year,56,Yes,Fiber optic,Yes,Yes,115.85,Mailed check,Yes,Yes,0
Month-to-month,45,Yes,Fiber optic,No,Yes,103.65,Bank transfer (automatic),Yes,No,0
Two year,67,No internet service,No,No internet service,No internet service,26.1,Mailed check,No internet service,No internet service,0
Month-to-month,3,Yes,DSL,Yes,No,35.1,Mailed check,No,No,0
Month-to-month,65,No,Fiber optic,No,Yes,99.1,Bank transfer (automatic),Yes,Yes,0
Two year,63,Yes,DSL,No,No,67.25,Mailed check,Yes,Yes,0
Two year,11,No internet service,No,No internet service,No internet service,25.0,Mailed check,No internet service,No internet service,0
Month-to-month,1,Yes,DSL,No,No,59.55,Mailed check,Yes,No,0
Two year,55,No,DSL,No,Yes,77.8,Bank transfer (automatic),Yes,No,0
One year,25,Yes,DSL,No,No,55.1,Mailed check,No,No,0
One year,72,Yes,Fiber optic,Yes,Yes,117.8,Bank transfer (automatic),Yes,Yes,1
Two year,72,No internet service,No,No internet service,No internet service,24.15,Credit card (automatic),No internet service,No internet service,0
Two year,65,Yes,DSL,No,No,45.25,Mailed check,No,Yes,0
Month-to-month,54,No,Fiber optic,No,No,79.5,Electronic check,No,Yes,1
Month-to-month,7,No internet service,No,No internet service,No internet service,20.25,Mailed check,No internet service,No internet service,0
Two year,72,Yes,DSL,Yes,No,64.75,Bank transfer (automatic),No,Yes,0
Month-to-month,21,No,DSL,No,No,54.6,Bank transfer (automatic),No,No,0
Month-to-month,2,No internet service,No,No internet service,No internet service,20.7,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,4,No,Fiber optic,No,Yes,94.75,Electronic check,Yes,No,0
Month-to-month,3,Yes,Fiber optic,No,No,79.65,Bank transfer (automatic),No,No,1
Two year,72,Yes,Fiber optic,Yes,Yes,115.8,Credit card (automatic),Yes,Yes,0
Month-to-month,6,No,DSL,Yes,No,49.45,Electronic check,No,No,0
Month-to-month,52,No,Fiber optic,No,Yes,83.8,Credit card (automatic),Yes,No,0
Month-to-month,69,No,Fiber optic,No,Yes,95.35,Bank transfer (automatic),Yes,Yes,0
Month-to-month,8,No,Fiber optic,No,Yes,94.7,Electronic check,Yes,No,1
Month-to-month,8,No,Fiber optic,No,Yes,74.05,Bank transfer (automatic),No,No,0
Month-to-month,63,No,Fiber optic,No,Yes,89.6,Bank transfer (automatic),Yes,No,0
One year,60,Yes,Fiber optic,Yes,Yes,116.6,Credit card (automatic),Yes,Yes,0
Month-to-month,12,Yes,DSL,Yes,No,54.2,Bank transfer (automatic),No,No,0
Month-to-month,13,No internet service,No,No internet service,No internet service,19.3,Mailed check,No internet service,No internet service,0
Month-to-month,22,No,DSL,Yes,Yes,65.05,Mailed check,No,Yes,0
Month-to-month,5,No,Fiber optic,No,Yes,92.5,Electronic check,No,No,1
Month-to-month,1,No internet service,No,No internet service,No internet service,19.45,Mailed check,No internet service,No internet service,1
Two year,72,No internet service,No,No internet service,No internet service,24.05,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,2,No internet service,No,No internet service,No internet service,18.75,Bank transfer (automatic),No internet service,No internet service,0
Two year,40,No internet service,No,No internet service,No internet service,20.15,Bank transfer (automatic),No internet service,No internet service,0
One year,44,No internet service,No,No internet service,No internet service,20.0,Bank transfer (automatic),No internet service,No internet service,0
One year,71,Yes,DSL,Yes,No,71.0,Bank transfer (automatic),No,Yes,0
Month-to-month,2,No,Fiber optic,No,No,75.55,Electronic check,No,No,1
Month-to-month,26,No,Fiber optic,No,No,93.6,Electronic check,Yes,No,0
Month-to-month,1,No,Fiber optic,No,No,70.0,Electronic check,No,No,1
Month-to-month,1,No,DSL,No,No,24.4,Mailed check,No,No,0
Two year,65,Yes,DSL,Yes,No,74.8,Bank transfer (automatic),Yes,No,1
Month-to-month,3,Yes,DSL,No,No,65.25,Mailed check,No,No,0
Month-to-month,13,Yes,DSL,No,No,50.55,Mailed check,No,No,0
Month-to-month,33,No,Fiber optic,No,Yes,104.4,Electronic check,Yes,Yes,1
Month-to-month,1,No,Fiber optic,No,No,70.7,Mailed check,No,No,0
Month-to-month,4,No,DSL,No,No,45.25,Mailed check,No,No,0
Month-to-month,2,No,Fiber optic,No,No,70.3,Electronic check,No,No,0
Two year,72,Yes,Fiber optic,Yes,No,108.95,Credit card (automatic),Yes,Yes,0
Month-to-month,37,No internet service,No,No internet service,No internet service,26.45,Mailed check,No internet service,No internet service,0
Month-to-month,15,No,Fiber optic,Yes,No,86.2,Electronic check,No,No,1
One year,23,No internet service,No,No internet service,No internet service,19.65,Credit card (automatic),No internet service,No internet service,0
Month-to-month,30,Yes,DSL,No,No,51.2,Credit card (automatic),Yes,No,1
One year,42,No internet service,No,No internet service,No internet service,19.05,Electronic check,No internet service,No internet service,0
One year,32,No,DSL,Yes,No,74.75,Mailed check,Yes,No,0
Month-to-month,22,No,Fiber optic,No,No,75.8,Bank transfer (automatic),No,No,0
Month-to-month,42,No,DSL,No,No,25.1,Credit card (automatic),No,No,0
Month-to-month,8,No,DSL,No,No,44.45,Mailed check,No,No,0
Two year,65,No,Fiber optic,Yes,Yes,104.3,Credit card (automatic),Yes,No,0
Month-to-month,2,No internet service,No,No internet service,No internet service,19.5,Mailed check,No internet service,No internet service,1
Two year,70,Yes,DSL,Yes,Yes,89.0,Bank transfer (automatic),Yes,Yes,0
Month-to-month,22,No internet service,No,No internet service,No internet service,20.15,Credit card (automatic),No internet service,No internet service,0
Month-to-month,4,No,Fiber optic,No,No,74.9,Electronic check,No,No,1
Month-to-month,2,No,Fiber optic,No,No,74.9,Credit card (automatic),No,No,1
Two year,67,No,DSL,Yes,No,36.15,Bank transfer (automatic),No,Yes,0
Month-to-month,25,No internet service,No,No internet service,No internet service,19.2,Credit card (automatic),No internet service,No internet service,0
Month-to-month,20,No internet service,No,No internet service,No internet service,19.25,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,2,No,DSL,Yes,No,61.2,Credit card (automatic),Yes,No,0
Two year,51,No internet service,No,No internet service,No internet service,20.45,Mailed check,No internet service,No internet service,0
Month-to-month,46,No,DSL,Yes,No,35.05,Bank transfer (automatic),No,Yes,0
Month-to-month,25,No,Fiber optic,No,No,100.25,Electronic check,Yes,Yes,1
Month-to-month,13,No,DSL,No,No,44.0,Mailed check,No,No,0
Month-to-month,25,No,Fiber optic,Yes,No,102.8,Mailed check,Yes,Yes,1
One year,26,No,DSL,No,Yes,50.35,Mailed check,No,No,0
One year,43,Yes,Fiber optic,No,No,100.0,Electronic check,Yes,No,1
Month-to-month,19,No internet service,No,No internet service,No internet service,20.0,Electronic check,No internet service,No internet service,0
Month-to-month,10,Yes,Fiber optic,No,No,99.85,Electronic check,Yes,Yes,1
Month-to-month,2,No,Fiber optic,No,No,94.2,Bank transfer (automatic),Yes,No,1
Two year,72,Yes,DSL,Yes,No,86.4,Bank transfer (automatic),Yes,Yes,0
Month-to-month,18,No,DSL,Yes,No,58.4,Credit card (automatic),No,Yes,0
Month-to-month,9,No,Fiber optic,No,No,83.85,Electronic check,Yes,No,1
Month-to-month,27,No,Fiber optic,No,Yes,88.3,Credit card (automatic),Yes,No,1
Month-to-month,24,No,Fiber optic,No,No,94.1,Electronic check,Yes,No,0
One year,69,Yes,Fiber optic,No,Yes,104.05,Bank transfer (automatic),Yes,Yes,1
Two year,46,Yes,Fiber optic,No,Yes,108.9,Credit card (automatic),Yes,Yes,0
Two year,72,Yes,Fiber optic,Yes,Yes,107.4,Bank transfer (automatic),Yes,Yes,0
Month-to-month,22,No,Fiber optic,No,Yes,94.7,Credit card (automatic),Yes,No,1
Month-to-month,70,No,Fiber optic,Yes,No,90.85,Electronic check,Yes,No,0
Month-to-month,2,No internet service,No,No internet service,No internet service,19.9,Electronic check,No internet service,No internet service,0
Month-to-month,31,Yes,DSL,No,Yes,66.4,Credit card (automatic),Yes,No,0
Month-to-month,56,No,Fiber optic,No,Yes,100.65,Bank transfer (automatic),Yes,No,1
Month-to-month,16,No,Fiber optic,Yes,Yes,100.7,Bank transfer (automatic),Yes,No,0
Two year,52,No internet service,No,No internet service,No internet service,25.6,Credit card (automatic),No internet service,No internet service,0
Month-to-month,13,No internet service,No,No internet service,No internet service,19.85,Mailed check,No internet service,No internet service,0
One year,35,No internet service,No,No internet service,No internet service,20.75,Mailed check,No internet service,No internet service,0
Two year,59,No,Fiber optic,No,Yes,95.8,Electronic check,Yes,No,0
Month-to-month,72,No,Fiber optic,No,Yes,94.65,Electronic check,Yes,No,0
Two year,66,No,DSL,No,Yes,80.55,Bank transfer (automatic),Yes,Yes,1
Two year,49,Yes,Fiber optic,Yes,Yes,106.65,Credit card (automatic),Yes,Yes,0
Month-to-month,2,No,DSL,No,No,45.85,Mailed check,No,No,0
Month-to-month,21,No,Fiber optic,No,Yes,104.35,Electronic check,Yes,Yes,0
One year,54,No,DSL,No,Yes,55.45,Electronic check,Yes,Yes,0
Month-to-month,24,No,Fiber optic,Yes,No,78.85,Electronic check,No,No,1
Month-to-month,1,No,DSL,Yes,No,61.15,Electronic check,No,Yes,0
Month-to-month,6,No,Fiber optic,Yes,No,78.95,Electronic check,No,Yes,0
Month-to-month,1,No,DSL,No,No,44.45,Mailed check,No,No,1
One year,49,No,Fiber optic,Yes,Yes,109.2,Credit card (automatic),Yes,Yes,0
Two year,56,No,DSL,Yes,Yes,61.3,Credit card (automatic),No,Yes,0
Month-to-month,56,No,Fiber optic,Yes,No,96.85,Electronic check,Yes,Yes,0
Two year,6,Yes,DSL,No,Yes,40.55,Mailed check,No,Yes,0
One year,32,No internet service,No,No internet service,No internet service,19.8,Mailed check,No internet service,No internet service,0
One year,50,No,Fiber optic,Yes,Yes,108.25,Electronic check,Yes,Yes,0
One year,58,Yes,Fiber optic,No,Yes,105.05,Bank transfer (automatic),Yes,No,0
Two year,65,Yes,DSL,Yes,Yes,90.45,Mailed check,Yes,Yes,0
Two year,64,Yes,DSL,Yes,Yes,86.4,Credit card (automatic),Yes,Yes,0
Two year,66,No,DSL,Yes,Yes,66.9,Bank transfer (automatic),No,Yes,0
One year,38,Yes,Fiber optic,Yes,Yes,110.7,Electronic check,Yes,No,0
One year,20,No internet service,No,No internet service,No internet service,20.0,Mailed check,No internet service,No internet service,0
Month-to-month,36,No,Fiber optic,No,No,84.9,Electronic check,Yes,No,1
One year,64,Yes,Fiber optic,No,Yes,102.1,Electronic check,Yes,No,0
Month-to-month,1,No internet service,No,No internet service,No internet service,20.25,Mailed check,No internet service,No internet service,1
One year,60,Yes,DSL,No,Yes,70.15,Credit card (automatic),No,Yes,0
Month-to-month,1,No,Fiber optic,No,No,74.35,Electronic check,No,Yes,1
One year,50,Yes,DSL,Yes,Yes,80.05,Bank transfer (automatic),Yes,Yes,0
Month-to-month,1,Yes,DSL,No,Yes,62.05,Mailed check,No,No,1
Two year,72,No,DSL,Yes,Yes,49.2,Electronic check,Yes,Yes,0
Two year,60,No internet service,No,No internet service,No internet service,20.5,Bank transfer (automatic),No internet service,No internet service,0
Two year,46,Yes,DSL,Yes,Yes,38.25,Mailed check,No,No,0
Two year,69,No,DSL,No,Yes,54.95,Credit card (automatic),Yes,Yes,0
Month-to-month,31,Yes,Fiber optic,No,Yes,96.6,Bank transfer (automatic),No,No,0
One year,19,No internet service,No,No internet service,No internet service,19.9,Mailed check,No internet service,No internet service,0
Two year,71,No internet service,No,No internet service,No internet service,19.9,Credit card (automatic),No internet service,No internet service,0
Month-to-month,12,No,Fiber optic,Yes,Yes,84.6,Electronic check,No,Yes,0
One year,39,Yes,DSL,Yes,Yes,80.0,Credit card (automatic),Yes,No,1
One year,44,Yes,DSL,No,Yes,85.25,Bank transfer (automatic),Yes,Yes,0
Two year,56,Yes,DSL,Yes,Yes,81.25,Credit card (automatic),No,Yes,0
Two year,72,Yes,Fiber optic,Yes,Yes,115.5,Bank transfer (automatic),Yes,Yes,0
Month-to-month,5,No,Fiber optic,No,Yes,104.1,Mailed check,Yes,Yes,1
Month-to-month,11,No,Fiber optic,Yes,No,79.0,Bank transfer (automatic),No,No,0
Month-to-month,24,No,DSL,Yes,No,39.1,Bank transfer (automatic),Yes,No,1
Month-to-month,15,No,Fiber optic,No,No,94.65,Electronic check,Yes,Yes,0
Two year,72,No internet service,No,No internet service,No internet service,20.8,Mailed check,No internet service,No internet service,0
Two year,56,No,DSL,No,Yes,59.5,Credit card (automatic),No,Yes,0
Two year,64,No internet service,No,No internet service,No internet service,20.05,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,34,No,Fiber optic,No,Yes,100.45,Electronic check,Yes,No,0
Month-to-month,2,No,Fiber optic,No,No,76.5,Electronic check,No,No,1
One year,35,No internet service,No,No internet service,No internet service,20.6,Bank transfer (automatic),No internet service,No internet service,0
One year,22,No internet service,No,No internet service,No internet service,20.3,Credit card (automatic),No internet service,No internet service,0
Month-to-month,5,Yes,DSL,No,No,49.2,Electronic check,No,No,1
One year,9,No,DSL,Yes,Yes,39.55,Mailed check,No,Yes,0
Month-to-month,11,No internet service,No,No internet service,No internet service,23.15,Credit card (automatic),No internet service,No internet service,1
One year,23,No internet service,No,No internet service,No internet service,20.45,Mailed check,No internet service,No internet service,0
Month-to-month,4,No,Fiber optic,No,No,80.85,Electronic check,Yes,No,1
Two year,68,No internet service,No,No internet service,No internet service,25.25,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,33,No,Fiber optic,No,No,91.25,Electronic check,Yes,No,0
